id,gender,forename,surname,birth_date,death_date,father.forename,father.surname,mother.forename,mother.surname,floruit,study.colleges,arrival,study.degrees.years,degrees,birth_location.country,birth_location.county,birth_location.latitude,birth_location.longitude,birth_location.official_name,birth_location.original_name,references
idp1375569084,M,Cyrus Octavius,Daniel,1833-11-22,1874-03-28,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1858"",""to"":null}]",null,1857,"[{""name"":""M.D."",""date"":""1857-10-24""}]",M.D.,null,null,null,null,null,null,"[""W. Johnston, Roll of Commissioned Officers in the Medical Service of the British Army 1727-1898 (Aberdeen, 1917) 5460"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1785""]"
idp1395432236,M,John,Mackenzie,1838-02-24,06/12/1910,John,Mackenzie,Catherine,Matheson,"[{""occupation"":""Surgeon to Governor"",""location"":{""original_name"":""Madras"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1878"",""to"":""1881""}]",null,1858,"[{""name"":""M.D."",""date"":""1858-05-07""}]",M.D.,GB,Highland Council,57.477773,-4.224721,Inverness,Inverness,"[""W. Johnston, Roll of Commissioned Officers in the Medical Service of the British Army 1727-1898 (Aberdeen, 1917) 5754 - where he is called M.D. Aberdeen""]"
idp1404698916,M,Henry,Potter,1833-11-02,09/10/1904,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1858"",""to"":null}]",null,1858,"[{""name"":""M.D."",""date"":""1858-05-07""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1789"",""Med. Dir.""]"
idp1408259916,M,Samuel,Rule,1835-10-05,1868-02-16,Thomas,Rule,Sophia,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1858"",""to"":null}]",null,1858,"[{""name"":""M.D."",""date"":""1858-05-07""}]",M.D.,GB,Devon,50.283948,-3.777493,Kingsbridge,"Kingsbridge, Devon","[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1277""]"
idp1393521380,M,John Joseph,McDermott,1834-01-13,1882-09-16,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1858"",""to"":null}]",null,1858,"[{""name"":""M.D."",""date"":""1858-08-14""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1800""]"
idp1405120396,M,James Robert,Purefoy,1838-11-05,1868-02-16,null,null,null,null,"[{""occupation"":""Assistant Surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1859"",""to"":null}]",null,1858,"[{""name"":""M.D."",""date"":""1858-10-22""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1823""]"
idp1390650292,M,Mark Henry,Lackersteen,1835-05-25,null,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1859"",""to"":null}]",null,1859,"[{""name"":""M.D."",""date"":""1859-03-23""}]",M.D.,null,null,null,null,null,null,"[""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1828""]"
idp1378637500,M,Leonard,Emanuel,1835-01-26,1864-5-00,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1860"",""to"":null}]",null,1859,"[{""name"":""M.D."",""date"":""1859-10-21""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1846"",""Lancet 1864 i 598""]"
idp1406582028,M,James Sadleir,Ridings,1833-09-28,1891-07-12,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1856"",""to"":null}]",null,1859,"[{""name"":""M.D."",""date"":""1859-10-22""}]",M.D.,null,null,null,null,null,null,"[""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1241""]"
idp1378206492,M,Frederick John,Earle,1827-01-06,1881-02-28,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1854"",""to"":null}]",null,1860,"[{""name"":""M.D."",""date"":""1860-05-11""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1635""]"
idp1386938348,M,Edmond John,Hoskins,1836,22/01/1916,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1860"",""to"":null}]",null,1860,"[{""name"":""M.D."",""date"":""1860-09-28""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1855""]"
idp1418949028,M,John,Williams,1839-04-25,1876-07-28,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1865"",""to"":null}]",null,1860,"[{""name"":""M.D."",""date"":""1860-09-28""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 949""]"
idp1395585364,M,Simon Nierses,Mackertich,1839,1881-10-17,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1860"",""to"":null}]",null,1861,"[{""name"":""M.D."",""date"":""1861-01-02""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1860""]"
idp1402796356,M,Samuel,Osborne,1814-12-06,1869-02-10,Samuel,Osborn,Jane,Wilson,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bombay"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1843"",""to"":null},{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1848"",""to"":null}]",null,1861,"[{""name"":""M.D."",""date"":""1861-10-04""}]",M.D.,GB,Greater London,51.5072178,-0.1275862,London,London,"[""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 748"",""Lancet 1869 i 447"",""Plarr's Lives of the Fellows""]"
idp1418125444,M,James,Welsh,1837-05-08,11/05/1906,James,Welsh,Elizabeth,Thomson,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Madras"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1858"",""to"":null},{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1862"",""to"":null},{""occupation"":""Doctor"",""location"":{""original_name"":""Kinghorn"",""official_name"":""Kinghorn"",""county"":""Fife"",""country"":""GB"",""latitude"":56.071231,""longitude"":-3.174329},""from"":""1862"",""to"":null}]",null,1861,"[{""name"":""M.D."",""date"":""1861-10-04""}]",M.D.,GB,Edinburgh,55.953252,-3.188267,Edinburgh,Edinburgh,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1279"",""Med. Dir."",""Deaths Reg. Kinghorn 1906/23""]"
idp1409920444,M,Joseph,Shillito,1840-04-26,null,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1867"",""to"":""1878""}]",null,1862,"[{""name"":""M.D."",""date"":""1862-10-10""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 972""]"
idp1418131788,M,John Thompson,Welsh,1862-09-10,30/09/1914,James,Welsh,Elizabeth,Thomson,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1865"",""to"":null}]",null,1862,"[{""name"":""M.D."",""date"":""1862-10-14""}]",M.D.,GB,Edinburgh,55.953252,-3.188267,Edinburgh,Edinburgh,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 948"",""Med. Dir."",""Deaths Reg. Morningside 1914/794""]"
idp1376097924,M,Horace,Day,1833-01-20,1893-01-16,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1855"",""to"":null}]",null,1862,"[{""name"":""M.D."",""date"":""1862-12-20""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 875""]"
idp1404266868,M,John,Picthall,1828-08-10,1893-07-17,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1853"",""to"":null}]",null,1862,"[{""name"":""M.D."",""date"":""1862-12-24""}]",M.D.,null,null,null,null,null,null,"[""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1616""]"
idp1405675548,M,Wynne Staton,Ranson,1839-08-11,1866-07-02,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1865"",""to"":null}]",null,1862,"[{""name"":""M.D."",""date"":""1862-12-24""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1309""]"
idp1411789780,M,Lionel Dixon,Spencer,1842-06-16,22/09/1915,William,Spencer,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1865"",""to"":null}]",null,1862,"[{""name"":""M.D."",""date"":""1862-12-24""}]",M.D.,GB,Tyne and Wear,54.978252,-1.61778,Newcastle upon Tyne,Newcastle,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1875"",""C.E. Buckland, Dictionary of Indian biography (London, 1906)""]"
idp1372948412,M,James,Cleghorn,1891-05-19,14/06/1920,John,Cleghorn,Elizabeth,Bain,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1865"",""to"":null}]",null,1862,"[{""name"":""M.D."",""date"":""1862-12-31""}]",M.D.,GB,Highland Council,58.438936,-3.093716,Wick,Wick,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1865"",""Who was Who"",""Dict. Indian Biog.""]"
idp1393526676,M,Albert,Mâ€™Diarmid,1841-01-03,1868-05-24,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1865"",""to"":null}]",null,1862,"[{""name"":""M.D."",""date"":""1862-12-31""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1311""]"
idp1372404428,M,William Parker,Charsley,1824-04-28,1881-04-17,William,Charsley,Elizabeth,null,"[{""occupation"":""Principal Medical Officer"",""location"":{""original_name"":""Colombo"",""official_name"":""Colombo"",""county"":""Colombo"",""country"":""LK"",""latitude"":6.9270786,""longitude"":79.861243},""from"":""1868"",""to"":null}]",null,1864,"[{""name"":""M.D."",""date"":""1864-04-29""}]",M.D.,GB,Greater London,51.5188746,-0.1498955,London,"St Marylebone, London","[""Med. Dir.""]"
idp1417322028,M,Edward John,Waring,1819-12-14,1891-01-22,null,null,null,null,"[{""occupation"":null,""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1849"",""to"":""1863""}]",null,1865,"[{""name"":""M.D."",""date"":""1865-04-27""}]",M.D.,GB,Devon,50.902049,-3.491207,Tiverton,Tiverton,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1149"",""Munk's Roll"",""F. Boase, Modern English Biography...1851-1900. 6v. (Truro, 1892-1921)"",""Lancet 1891 i 344"",""BMJ 1891 i 264"",""Plarr's Lives of the Fellows""]"
idp1392371708,M,James,Loos,1821,null,null,null,null,null,"[{""occupation"":null,""location"":{""original_name"":""Calcutta medical college"",""official_name"":""Kolkata"",""county"":""Kolkata"",""country"":""IN"",""latitude"":22.5720587,""longitude"":88.35975069999999},""from"":""1842"",""to"":null}]",null,1866,"[{""name"":""M.D."",""date"":""1866-04-26""}]",M.D.,null,null,null,null,null,null,"[""UYUY350"",""UYUY7Sec1a 10.8.1866"",""Med. Dir.""]"
idp1416638404,M,Arthur de Noe,Walker,1820,02/10/1900,null,null,null,null,"[{""occupation"":""Ensign"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1837"",""to"":null}]",null,1866,"[{""name"":""M.D."",""date"":""1866-04-26""}]",M.D.,GB,Greater London,51.4133939,-0.366712,Hampton,Hampton,"[""Med. Dir."",""F. Boase, Modern English Biography...1851-1900. 6v. (Truro, 1892-1921)"",""Times 3.10.1900 p4""]"
idp1403073404,M,William John,Palmer,1826-01-10,1896-08-26,William,Palmer,Emma,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1854"",""to"":null}]",null,1868,"[{""name"":""M.D."",""date"":""1868-04-23""}]",M.D.,GB,Greater London,51.5148198,-0.0650534,London,Whitechapel,"[""UYUY350"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1655"",""Plarr's Lives of the Fellows""]"
idp1390613220,M,Charles Arnold,Kriekenbeek,1821-11-02,1879-03-20,null,null,null,null,"[{""occupation"":""Doctor"",""location"":{""original_name"":""Colombo, Sri Lanka"",""official_name"":""Colombo"",""county"":""Colombo"",""country"":""LK"",""latitude"":6.9270786,""longitude"":79.861243},""from"":""1843"",""to"":null}]",null,1870,"[{""name"":""M.D."",""date"":""1870-04-27""}]",M.D.,null,null,null,null,null,null,"[""UYUY350"",""Med. Dir.""]"
idp1395257676,M,Edward,Mâ€™Kellar,1827-05-28,27/10/1914,null,null,Annette,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1851"",""to"":null}]",null,1870,"[{""name"":""M.D."",""date"":""1870-04-27""}]",M.D.,GB,Greater London,51.4722007,-0.165547,London,Battersea,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1574"",""Lancet 1914 ii p1121"",""UYUY350""]"
idp1398177412,M,John Emilius,Mayer,1807-10-15,1897-12-03,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1833"",""to"":null}]",null,1872,"[{""name"":""M.D."",""date"":""1872-04-24""}]",M.D.,null,null,null,null,null,null,"[""UYUY350"",""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M943""]"
idp1416407796,M,Thomas Stick,Veale,1831-03-25,01/12/1912,William,Veal,Frances,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1858"",""to"":null}]",null,1872,"[{""name"":""M.D."",""date"":""1872-04-24""}]",M.D.,GB,Cornwall,50.4320841,-4.9423812,St Columb Major,"Rosewastes, St Columb Major, Cornwall","[""UYUY350"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1783""]"
idp1416562692,M,Albert Richard,Waghorn,1829-8-00,1895-02-06,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1854"",""to"":null},{""occupation"":""Doctor"",""location"":{""original_name"":""Redhill"",""official_name"":""Redhill"",""county"":""Surrey"",""country"":""GB"",""latitude"":51.239208,""longitude"":-0.16988},""from"":""1881"",""to"":""1893""}]",null,1873,"[{""name"":""M.D."",""date"":""1873-04-30""}]",M.D.,null,null,null,null,null,null,"[""UYUY350"",""Med. Dir."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1646"",""Lancet 1895 i 452""]"
idp1376634092,M,Edward L[ivesay],Dixon,1831-02-14,1890-03-31,John,Dixon,Susannah,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1856"",""to"":null},{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Preston"",""official_name"":""Preston"",""county"":""Lancashire"",""country"":""GB"",""latitude"":53.763201,""longitude"":-2.70309},""from"":""1859"",""to"":null}]",null,1876,"[{""name"":""M.D."",""date"":""1876-04-21""}]",M.D.,GB,Lancashire,53.7892877,-2.2405035,Burnley,"Burnley, England","[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1713"",""UY 350""]"
idp1403901276,M,John Thomas,Penhall,1876-03-29,14/07/1916,John Thomas,Penhall,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1855"",""to"":null}]",null,1876,"[{""name"":""M.D."",""date"":""1876-04-21""}]",M.D.,null,null,null,null,null,null,"[""UYUY350"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1701"",""Med. Dir.""]"
idp1381157940,M,Michael C[udmore],Furnell,1829-07-01,1888-05-24,Samuel,Furnell,Maria,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1855"",""to"":null}]",null,1877,"[{""name"":""M.D."",""date"":""1877-04-20""}]",M.D.,IE,null,53.3498053,-6.2603097,Dublin,Dublin,"[""UYUY350"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M1214"",""F. Boase, Modern English Biography...1851-1900. 6v. (Truro, 1892-1921)""]"
idp1397431044,M,Peter William,Marriott,null,01/02/1902,Harvey,Marriott,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1859"",""to"":null},{""occupation"":""Doctor"",""location"":{""original_name"":""Mentone"",""official_name"":""Menton"",""county"":""Alpes-Maritimes"",""country"":""FR"",""latitude"":43.774481,""longitude"":7.497540000000001},""from"":""1861"",""to"":null}]",null,1877,"[{""name"":""M.D."",""date"":""1877-04-20""}]",M.D.,GB,Somerset,50.978564,-3.2244989,Wellington,"Wellington, Somerset","[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1283"",""Lancet 1902 i 559""]"
idp1378763428,M,Alfred,Eteson,1832-04-29,15/02/1910,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1854"",""to"":null}]",null,1878,"[{""name"":""M.D."",""date"":""1878-04-18""}]",M.D.,null,null,null,null,null,null,"[""UYUY350"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1641""]"
idp1393102148,M,Richard Thomas,Lyons,1834-11-24,1903-4-00,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1860"",""to"":null}]",null,1880,"[{""name"":""M.D."",""date"":""1880-04-29""}]",M.D.,null,null,null,null,null,null,"[""UYUY350"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1863""]"
idp1419817324,M,John Charles,Wishaw,1833-01-17,1895-01-20,Francis,Whishaw,Frances Matilda,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1858"",""to"":null}]",null,1880,"[{""name"":""M.D."",""date"":""1880-04-29""}]",M.D.,GB,Greater London,51.5175802,-0.1145147,London,Holborn,"[""UYUY350"",""UYUY605:1895"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1794""]"
idp1413092140,M,William Day,Stewart,1840-05-01,1890-11-23,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1866"",""to"":null}]",null,1889,"[{""name"":""M.D."",""date"":""1889-04-18""}]",M.D.,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1907""]"
idp1366249868,M,Andrew,Bell,1753-03-27,1832-01-27,null,null,Margaret,Robertson,"[{""occupation"":""Tutor"",""location"":{""original_name"":""Virginia"",""official_name"":null,""county"":null,""country"":""US"",""latitude"":37.4315734,""longitude"":-78.6568942},""from"":""1774"",""to"":""1781""},{""occupation"":null,""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1787"",""to"":""1796""},{""occupation"":""Rector"",""location"":{""original_name"":""Swanage"",""official_name"":""Swanage"",""county"":""Dorset"",""country"":""GB"",""latitude"":50.608277,""longitude"":-1.960769},""from"":""1801"",""to"":""1809""},{""occupation"":""Master"",""location"":{""original_name"":""Sherburn Hospital, Durham"",""official_name"":""Durham"",""county"":""County Durham"",""country"":""GB"",""latitude"":54.7678411,""longitude"":-1.5232738},""from"":""1809"",""to"":null}]","[{""name"":""United College"",""from"":""1768"",""to"":""1772""}]",1768,"[{""name"":""M.D."",""date"":""1787-02-15""},{""name"":""D.D."",""date"":""1811-10-05""}]","M.D., D.D.",GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews,"[""DNB"",""R. Southey, Life of Andrew Bell (London: 1844)"",""Madras Coll. Mag. 18 no2 1907""]"
idp1391352012,M,James,Lee,1814-05-02,1870-07-10,null,null,Rose,Masson,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1845"",""to"":null}]","[{""name"":""St Maryâ€™s College"",""from"":""1833"",""to"":""1834""}]",1833,null,null,GB,Edinburgh,55.953252,-3.188267,Edinburgh,Edinburgh,"[""Fasti ecclesiae scoticanae"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1462"",""Deaths Reg. St Georges, Edinburgh""]"
idp1412264220,M,George,Stevenson,1817-10-26,1886-12-06,William,Stevenson,Marion,Ferrie,"[{""occupation"":""Free Church minister"",""location"":{""original_name"":""Tullibody"",""official_name"":""Tullibody"",""county"":""Clackmannanshire"",""country"":""GB"",""latitude"":56.13340299999999,""longitude"":-3.837698999999999},""from"":""1843"",""to"":""1856""},{""occupation"":""Missionary"",""location"":{""original_name"":""Bankura, Calcutta"",""official_name"":""Bankura"",""county"":""Bankura"",""country"":""IN"",""latitude"":23.2312686,""longitude"":87.07838749999999},""from"":""1856"",""to"":""1858""},{""occupation"":""Free Church minister"",""location"":{""original_name"":""Pultneytown"",""official_name"":""Wick"",""county"":""Highland Council"",""country"":""GB"",""latitude"":58.4377958,""longitude"":-3.0894982},""from"":""1858"",""to"":""1886""}]","[{""name"":""St Maryâ€™s College"",""from"":""1836"",""to"":""1838""}]",1836,null,null,GB,Derry and Strabane,55.03037,-7.21591,Campsie,Campsie,"[""W.I. Addison, Matriculation albums of the University of Glasgow 1728-1858"",""W. Ewing, Annals of the Free Church of Scotland 1843-1900 (1914)"",""Deaths Reg. Newington 1886/894""]"
